Movie_Name,Genre,Running_Time,Metascore,Release_year,IMDb_Rating,Movie_Description,Votes,Gross
Kidô Senshi Gandamu Sandaboruto Dissenba Sukai,"Animation, Sci-Fi, War",70 min,,2016,7.2,"Follows the decisive battles in Thunderbolt sector around the debris of Side 4 during the One Year War, between Earth Federation's prototype Full Armor Gundam and Zeon's prototype Psycho Zaku.",670,
Tayna tretey planety,"Animation, Adventure, Family",48 min,,1981,7.9,"Zoologist professor Steel, his small daughter Christine and captain Green leave Earth in search for rare space animals. The journey turns into adventurous and dangerous mission involving space pirates and a missing captain of a ship.","3,357",
Kôkaku kidôtai: Stand Alone Complex - The Laughing Man,"Animation, Action, Drama",160 min,,2005,8.1,A compilation movie featuring scenes from Ghost in the Shell: Stand Alone Complex.,"2,153",
Close Encounters of the Third Kind,"Drama, Sci-Fi",138 min,90,1977,7.6,"Roy Neary, an Indiana electric lineman, finds his quiet and ordinary daily life turned upside down after a close encounter with a UFO, spurring him to an obsessed cross-country quest for answers as a momentous event approaches.","210,493",$132.09M
Batman: Under the Red Hood,"Animation, Action, Crime",75 min,,2010,8,"There's a mystery afoot in Gotham City, and Batman must go toe-to-toe with a mysterious vigilante, who goes by the name of Red Hood. Subsequently, old wounds reopen and old, once buried memories come into the light.","65,836",
Little Fish,"Drama, Romance, Sci-Fi",101 min,71,2020,6.9,A couple fights to hold their relationship together as a memory loss virus spreads and threatens to erase the history of their love and courtship.,"6,565",
Twelve Monkeys,"Mystery, Sci-Fi, Thriller",129 min,74,1995,8,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.","633,110",$57.14M
The Timekeepers of Eternity,"Animation, Horror, Mystery",64 min,,2021,6.9,"Mr Toomey obsessively tears paper to control his childhood monsters, but when he wakes mid-flight to Boston to find most of the other passengers disappeared, he must confront the paper nightmare which threaten to rip everything apart.",217,
Little Shop of Horrors,"Comedy, Horror, Musical",94 min,81,1986,7.1,A nerdy florist finds his chance for success and romance with the help of a giant man-eating plant who demands to be fed.,"81,824",$38.75M
V for Vendetta,"Action, Drama, Sci-Fi",132 min,62,2005,8.2,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman.","1,149,661",$70.51M
Shin Gojira,"Action, Drama, Horror",120 min,67,2016,6.8,Japan is plunged into chaos upon the appearance of a giant monster.,"30,408",$1.92M
Todd McFarlane's Spawn,"Animation, Action, Adventure",120 min,,1997,8.4,The first movie compilation of SPAWN made from the TV's first season.,"1,403",
The Lobster,"Drama, Romance, Sci-Fi",119 min,82,2015,7.1,"In a dystopian near future, according to the laws of The City, single people are taken to The Hotel, where they are obliged to find a romantic partner in 45 days or they're transformed into beasts and sent off into The Woods.","273,783",$8.70M
Trudno byt bogom,"Drama, Sci-Fi",177 min,93,2013,6.6,"In the distant future, a space traveler from Earth breaks a special law and interferes with the history of another, Medieval-like, planet.","6,129",
Uma História de Amor e Fúria,"Animation, Action, Adventure",74 min,,2013,7.1,"Revolves around the love between an immortal hero and Janaína, the woman he has been in love with for 600 years, through Brazil's colonization, slavery, military regime and the future, in 2096, in the midst of wars for water.","1,853",
Bad Film,"Action, Comedy, Crime",161 min,,2012,6.3,"""BAD FILM"" is a legendary production that was shot in 1995 over the course of the year, but went unfinished due to funding difficulties. This year, over 150 hours of footage captured on the...                See full summary »",210,
Captain America: The Winter Soldier,"Action, Adventure, Sci-Fi",136 min,70,2014,7.8,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.","875,652",$259.77M
Steven Universe: The Movie,"Animation, Action, Adventure",82 min,,2019,7.7,"Steven thinks his time defending the Earth is over, but when a new threat comes to Beach City, Steven faces his biggest challenge yet.","8,385",
Gorod Zero,"Comedy, Drama, Mystery",103 min,,1988,7.4,"Going on a business trip, the hero of the film suddenly finds himself in a fantastic city. It is very similar to our world, only the hidden absurdity of everyday life here has become apparent.","2,408",
Kamen raidâ Zetto Ô,"Action, Adventure, Drama",50 min,,1993,7,"As do most of the various KAMEN (MASKED) RIDER television series, RIDER ZO concerns itself with a human being who is transformed into a cyborg hero and subsequently challenges a ruthless ...                See full summary »",321,
Predator,"Action, Adventure, Horror",107 min,47,1987,7.8,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,"438,994",$59.74M
The Day the Earth Stood Still,"Drama, Sci-Fi",92 min,83,1951,7.8,"An alien lands in Washington, D.C. and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.","84,178",
Melancholia,"Drama, Sci-Fi",135 min,81,2011,7.1,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,"189,727",$3.03M
The Incredible Shrinking Man,"Horror, Sci-Fi",81 min,73,1957,7.6,"When Scott Carey begins to shrink because of exposure to a combination of radiation and insecticide, medical science is powerless to help him.","19,106",
"Je t'aime, je t'aime","Drama, Sci-Fi",94 min,,1968,7.1,"After attempting suicide, Claude is recruited for a time travel experiment, but, when the machine goes haywire, he may be trapped hurtling through his memories.","3,092",$0.06M
Re-Animator,"Comedy, Horror, Sci-Fi",84 min,73,1985,7.2,"After an odd new medical student arrives on campus, a dedicated local and his girlfriend become involved in bizarre experiments centering around the re-animation of dead tissue.","68,624",$2.02M
Invasion of the Body Snatchers,"Drama, Horror, Sci-Fi",80 min,92,1956,7.7,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,"52,694",
Miracle Mile,"Action, Drama, Romance",87 min,,1988,7,A young man hears a chance phone call telling him that a nuclear war has started and missiles will hit his city in 70 minutes.,"11,731",$1.15M
Promare: Puromea,"Animation, Action, Adventure",111 min,76,2019,7,A futuristic firefighting mecha service is created to protect the world.,"4,851",
Toki o kakeru shôjo,"Animation, Adventure, Comedy",98 min,66,2006,7.7,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own.","68,934",
Repo Man,"Action, Comedy, Crime",92 min,82,1984,6.9,"A young punk recruited by a car repossession agency finds himself in pursuit of a Chevrolet Malibu that is wanted for a $20,000 bounty - and has something otherworldly stashed in its trunk.","39,431",$3.57M
Chôjikû Yôsai Macross: Ai Oboeteimasuka,"Animation, Action, Adventure",114 min,,1984,7.7,"Earth braces for an invasion of giant male bionoids and their enemy, giant female bionoids.","3,311",
Sorry to Bother You,"Comedy, Drama, Fantasy",112 min,80,2018,6.9,"In an alternate present-day version of Oakland, telemarketer Cassius Green discovers a magical key to professional success, propelling him into a universe of greed.","84,805",$17.49M
Ginga eiyû densetsu: Waga yuku wa hoshi no taikai,"Animation, Action, Drama",60 min,,1988,7.7,"Two interstellar armies continue their 150-year-long war. On both sides, mid-ranking soldiers question the judgment of their superior officers and worry about the future.",963,
They Live,"Action, Horror, Sci-Fi",94 min,55,1988,7.2,They influence our decisions without us knowing it. They numb our senses without us feeling it. They control our lives without us realizing it. They live.,"137,946",$13.01M
Berserk: Ougon jidai-hen III - Kourin,"Animation, Action, Adventure",110 min,,2013,7.8,A year has passed since Guts parted ways with Griffith. The Band of the Hawk is plotting a rescue mission to save Griffith who is confined to prison.,"11,127",
Total Recall,"Action, Adventure, Sci-Fi",113 min,60,1990,7.5,"When a man goes in to have virtual vacation memories of the planet Mars implanted in his mind, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?","343,803",$119.39M
The Man from Earth,"Drama, Fantasy, Mystery",87 min,,2007,7.8,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,"194,199",
District 9,"Action, Sci-Fi, Thriller",112 min,81,2009,7.9,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,"699,894",$115.65M
Day of the Dead,"Horror, Thriller",101 min,60,1985,7.1,"As the world is overrun by zombies, a group of scientists and military personnel sheltering in an underground bunker in Florida must determine how they should deal with the undead horde.","72,099",$5.80M
Abre los ojos,"Drama, Mystery, Sci-Fi",119 min,,1997,7.7,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.","71,666",$0.37M
Delicatessen,"Comedy, Crime",99 min,66,1991,7.5,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.,"87,911",$1.79M
Lik wong,"Action, Comedy, Crime",91 min,,1991,7,"Riki-Oh, a young man who has superhuman strength, is incarcerated in a private prison, where inmates are treated like slaves. He is forced to use his unstoppable form of martial arts to destroy the corrupt officials and their lackeys.","14,422",
Coherence,"Drama, Mystery, Sci-Fi",89 min,65,2013,7.2,Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead.,"138,655",$0.07M
Proini peripolos,"Drama, Sci-Fi",108 min,,1987,7.1,"Going alone into an abandoned, living city, a woman tries to cross a forbidden zone swarming with the Morning Patrol and traps. Meeting one of the last city guards, they attempt recall the past and penetrate the zone together.","1,012",
Gojira vs. Desutoroiâ,"Action, Horror, Sci-Fi",103 min,,1995,6.9,"The aftermath of the Oxygen Destroyer brings forth Destoroyah, a beast intent on killing Godzilla, who is on the verge of a nuclear meltdown.","6,843",
Black Panther,"Action, Adventure, Sci-Fi",134 min,88,2018,7.3,"T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.","811,005",$700.06M
Espíritu sagrado,"Comedy, Drama, Sci-Fi",97 min,,2021,6.6,"When the leader of a UFO association dies unexpectedly, José Manuel becomes the only person who knows a secret that could alter the fate of humanity. Meanwhile, a young girl goes missing in Spain.",948,
"Psiconautas, los niños olvidados","Animation, Drama, Sci-Fi",76 min,76,2015,7.2,Three children decide to leave their homes looking for a better life.,"2,934",$0.04M
Edge of Tomorrow,"Action, Adventure, Sci-Fi",113 min,71,2014,7.9,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.","708,605",$100.21M
Gekijouban Makurosu Purasu,"Animation, Action, Drama",115 min,,1995,7.6,Movie compilation edition of the acclaimed OVA.,648,
Gwoemul,"Drama, Horror, Sci-Fi",120 min,85,2006,7.1,A monster emerges from Seoul's Han River and begins attacking people. One victim's loving family does what it can to rescue her from its clutches.,"128,209",$2.20M
Iron Man,"Action, Adventure, Sci-Fi",126 min,79,2008,7.9,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.","1,093,387",$318.41M
28 Days Later...,"Drama, Horror, Sci-Fi",113 min,73,2002,7.5,"Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.","429,427",$45.06M
The Martian,"Adventure, Drama, Sci-Fi",144 min,80,2015,8,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.","889,671",$228.43M
The 30 Foot Bride of Candy Rock,"Comedy, Sci-Fi",73 min,,1959,5.4,"In one of his rare performances without Bud Abbott, Lou Costello plays a rubbish collector and inventor. When radiation in a nearby cave turns his girlfriend into a giantess, antics ensue ...                See full summary »",870,
